llm_model_name,dataset_name,tensor_parallelism_degree,max_requests_per_batch,max_tokens_per_batch,arrival_rate,num_warmup_requests,step_idx,is_warmup_step,timestamp,num_inference_requests,num_prefilling_tokens,num_decoding_tokens,num_finetuning_fwd_tokens,num_finetuning_bwd_tokens,num_bwd_layers
01-ai/yi-1.5-34b,wildchat,2,8,128,0,10,205,0,31395221,8,0,8,0,0,0
01-ai/yi-1.5-34b,wildchat,2,8,128,0,10,206,0,31433852,8,0,8,0,0,0
01-ai/yi-1.5-34b,wildchat,2,8,128,0,10,207,0,31472672,8,0,8,0,0,0
01-ai/yi-1.5-34b,wildchat,2,8,128,0,10,208,0,31511202,8,0,8,0,0,0
01-ai/yi-1.5-34b,wildchat,2,8,128,0,10,209,0,31550031,8,0,8,0,0,0
01-ai/yi-1.5-34b,wildchat,2,8,128,0,10,210,0,31588699,8,0,8,0,0,0
01-ai/yi-1.5-34b,wildchat,2,8,128,0,10,211,0,31627376,8,0,8,0,0,0
01-ai/yi-1.5-34b,wildchat,2,8,128,0,10,212,0,31673361,8,18,7,0,0,0
01-ai/yi-1.5-34b,wildchat,2,8,128,0,10,213,0,31710944,8,0,8,0,0,0
01-ai/yi-1.5-34b,wildchat,2,8,128,0,10,214,0,31748336,8,0,8,0,0,0
01-ai/yi-1.5-34b,wildchat,2,8,128,0,10,215,0,31785917,8,0,8,0,0,0
01-ai/yi-1.5-34b,wildchat,2,8,128,0,10,216,0,31823447,8,0,8,0,0,0
01-ai/yi-1.5-34b,wildchat,2,8,128,0,10,217,0,31860916,8,0,8,0,0,0
01-ai/yi-1.5-34b,wildchat,2,8,128,0,10,218,0,31898402,8,0,8,0,0,0
01-ai/yi-1.5-34b,wildchat,2,8,128,0,10,219,0,31936022,8,0,8,0,0,0
01-ai/yi-1.5-34b,wildchat,2,8,128,0,10,220,0,31973384,8,0,8,0,0,0
01-ai/yi-1.5-34b,wildchat,2,8,128,0,10,221,0,32010882,8,0,8,0,0,0
01-ai/yi-1.5-34b,wildchat,2,8,128,0,10,222,0,32048231,8,0,8,0,0,0
01-ai/yi-1.5-34b,wildchat,2,8,128,0,10,223,0,32085680,8,0,8,0,0,0
01-ai/yi-1.5-34b,wildchat,2,8,128,0,10,224,0,32123186,8,0,8,0,0,0
01-ai/yi-1.5-34b,wildchat,2,8,128,0,10,225,0,32160661,8,0,8,0,0,0
01-ai/yi-1.5-34b,wildchat,2,8,128,0,10,226,0,32198083,8,0,8,0,0,0
01-ai/yi-1.5-34b,wildchat,2,8,128,0,10,227,0,32235593,8,0,8,0,0,0
01-ai/yi-1.5-34b,wildchat,2,8,128,0,10,228,0,32273000,8,0,8,0,0,0
01-ai/yi-1.5-34b,wildchat,2,8,128,0,10,229,0,32310520,8,0,8,0,0,0
01-ai/yi-1.5-34b,wildchat,2,8,128,0,10,230,0,32347957,8,0,8,0,0,0
01-ai/yi-1.5-34b,wildchat,2,8,128,0,10,231,0,32385295,8,0,8,0,0,0
01-ai/yi-1.5-34b,wildchat,2,8,128,0,10,232,0,32422819,8,0,8,0,0,0
01-ai/yi-1.5-34b,wildchat,2,8,128,0,10,233,0,32460425,8,0,8,0,0,0
01-ai/yi-1.5-34b,wildchat,2,8,128,0,10,234,0,32497887,8,0,8,0,0,0
01-ai/yi-1.5-34b,wildchat,2,8,128,0,10,235,0,32535413,8,0,8,0,0,0
01-ai/yi-1.5-34b,wildchat,2,8,128,0,10,236,0,32572972,8,0,8,0,0,0
01-ai/yi-1.5-34b,wildchat,2,8,128,0,10,237,0,32610444,8,0,8,0,0,0
01-ai/yi-1.5-34b,wildchat,2,8,128,0,10,238,0,32647696,8,0,8,0,0,0
01-ai/yi-1.5-34b,wildchat,2,8,128,0,10,239,0,32685251,8,0,8,0,0,0
01-ai/yi-1.5-34b,wildchat,2,8,128,0,10,240,0,32722754,8,0,8,0,0,0
01-ai/yi-1.5-34b,wildchat,2,8,128,0,10,241,0,32770822,8,42,7,0,0,0
01-ai/yi-1.5-34b,wildchat,2,8,128,0,10,242,0,32808330,8,0,8,0,0,0
01-ai/yi-1.5-34b,wildchat,2,8,128,0,10,243,0,32845918,8,0,8,0,0,0
